Skipping chr1:1-9898, already analyzed...
Skipping chr1:13054317-13055579, already analyzed...
Skipping chr1:13056080-13057802, already analyzed...
Skipping chr1:13058303-13059819, already analyzed...
Skipping chr1:13060320-13061468, already analyzed...
Skipping chr1:13061969-13063237, already analyzed...
Skipping chr1:13063738-13066063, already analyzed...
Skipping chr1:13066564-13067770, already analyzed...
Skipping chr1:13068271-13070889, already analyzed...
Skipping chr1:13071390-13074104, already analyzed...
Skipping chr1:13074605-13078585, already analyzed...
Skipping chr1:13079086-13082207, already analyzed...
Skipping chr1:13082708-13084603, already analyzed...
Skipping chr1:13085104-13086047, already analyzed...
Skipping chr1:13086548-13087079, already analyzed...
Skipping chr1:13087580-13089359, already analyzed...
Skipping chr1:13089860-13093895, already analyzed...
Skipping chr1:13094396-13095356, already analyzed...
Skipping chr1:13095857-13096555, already analyzed...
Skipping chr1:13097056-13099375, already analyzed...
Skipping chr1:13099876-13101633, already analyzed...
Skipping chr1:13102134-13102686, already analyzed...
Skipping chr1:13103187-13105330, already analyzed...
Skipping chr1:13105831-13106721, already analyzed...
Skipping chr1:13107222-13109970, already analyzed...
Skipping chr1:13110471-13114576, already analyzed...
Skipping chr1:13115077-13116167, already analyzed...
Skipping chr1:13116668-13118631, already analyzed...
Skipping chr1:13119132-13120637, already analyzed...
Skipping chr1:13121138-13122358, already analyzed...
Skipping chr1:13122859-13125287, already analyzed...
Skipping chr1:13125788-13127121, already analyzed...
Skipping chr1:13127622-13131932, already analyzed...
Skipping chr1:13132433-13133292, already analyzed...
Skipping chr1:13133793-13138125, already analyzed...
Skipping chr1:13138626-13141910, already analyzed...
Skipping chr1:13142411-13143925, already analyzed...
Skipping chr1:13144426-13145585, already analyzed...
Skipping chr1:13146086-13149444, already analyzed...
Skipping chr1:13149945-13153317, already analyzed...
Skipping chr1:13153818-13156225, already analyzed...
Skipping chr1:13156726-13159608, already analyzed...
Skipping chr1:13160109-13161124, already analyzed...
Skipping chr1:13161625-13162913, already analyzed...
Skipping chr1:13163414-13165479, already analyzed...
Skipping chr1:13165980-13166891, already analyzed...
Skipping chr1:13167392-13168543, already analyzed...
Skipping chr1:13169044-13171692, already analyzed...
Skipping chr1:13172193-13173877, already analyzed...
Skipping chr1:13174378-13176487, already analyzed...
Skipping chr1:13176988-13179382, already analyzed...
Skipping chr1:13179883-13183544, already analyzed...
Skipping chr1:13184045-13188882, already analyzed...
Skipping chr1:13189383-13190015, already analyzed...
Skipping chr1:13190516-13193378, already analyzed...
Skipping chr1:13193879-13200173, already analyzed...
Skipping chr1:13200674-13202236, already analyzed...
Skipping chr1:13202737-13206760, already analyzed...
Skipping chr1:13207261-13208693, already analyzed...
Skipping chr1:13209194-13211340, already analyzed...
Skipping chr1:13211841-13214808, already analyzed...
Skipping chr1:13215309-13217237, already analyzed...
Skipping chr1:13217738-13220408, already analyzed...
Skipping chr1:13220909-13221911, already analyzed...
Skipping chr1:13222412-13223896, already analyzed...
Skipping chr1:13224397-13226569, already analyzed...
Skipping chr1:13227070-13229538, already analyzed...
Skipping chr1:13230039-13231322, already analyzed...
Skipping chr1:13231823-13233441, already analyzed...
Skipping chr1:13233942-13235679, already analyzed...
Skipping chr1:13236180-13238084, already analyzed...
Skipping chr1:13238585-13242063, already analyzed...
Skipping chr1:13242564-13245613, already analyzed...
Skipping chr1:13246114-13249768, already analyzed...
Skipping chr1:13250269-13252776, already analyzed...
Skipping chr1:13253277-13256564, already analyzed...
Skipping chr1:13257065-13258788, already analyzed...
Skipping chr1:13259289-13263097, already analyzed...
Skipping chr1:13263598-13265203, already analyzed...
Skipping chr1:13265704-13267247, already analyzed...
Skipping chr1:13267748-13272284, already analyzed...
Skipping chr1:13272785-13274596, already analyzed...
Skipping chr1:13275097-13276181, already analyzed...
Skipping chr1:13276682-13277261, already analyzed...
Skipping chr1:13277762-13279797, already analyzed...
Skipping chr1:13280298-13281772, already analyzed...
Skipping chr1:13282273-13283190, already analyzed...
Skipping chr1:13283691-13288000, already analyzed...
Skipping chr1:13288501-13293604, already analyzed...
Skipping chr1:13294105-13297160, already analyzed...
Skipping chr1:13297661-13300413, already analyzed...
Skipping chr1:13300914-13301803, already analyzed...
Skipping chr1:13302304-13305732, already analyzed...
Skipping chr1:13306233-13308012, already analyzed...
Skipping chr1:13308513-13311026, already analyzed...
Skipping chr1:13311527-13316433, already analyzed...
Skipping chr1:13316934-13318338, already analyzed...
Skipping chr1:13318839-13321705, already analyzed...
Skipping chr1:13322206-13323867, already analyzed...
Skipping chr1:13324368-13327111, already analyzed...
Skipping chr1:13327612-13329460, already analyzed...
Skipping chr1:13329961-13331269, already analyzed...
Skipping chr1:13331770-13333601, already analyzed...
Skipping chr1:13334102-13336716, already analyzed...
Skipping chr1:13337217-13339397, already analyzed...
Skipping chr1:13339898-13341655, already analyzed...
Skipping chr1:13342156-13343871, already analyzed...
Skipping chr1:13344372-13349273, already analyzed...
Skipping chr1:13349774-13352742, already analyzed...
Skipping chr1:13353243-13357903, already analyzed...
Skipping chr1:13358404-13359322, already analyzed...
Skipping chr1:13359823-13364011, already analyzed...
Skipping chr1:13364512-13365614, already analyzed...
Skipping chr1:13366115-13367900, already analyzed...
Skipping chr1:13368401-13369904, already analyzed...
Skipping chr1:13370405-13372164, already analyzed...
Skipping chr1:13372665-13374284, already analyzed...
Skipping chr1:13374785-13376989, already analyzed...
Skipping chr1:13377490-13379491, already analyzed...
Skipping chr1:13379992-13383446, already analyzed...
Skipping chr1:13383947-13386153, already analyzed...
Skipping chr1:13386654-13387573, already analyzed...
Skipping chr1:13388074-13391878, already analyzed...
Skipping chr1:13392379-13394018, already analyzed...
Skipping chr1:13394519-13400234, already analyzed...
Skipping chr1:13400735-13403262, already analyzed...
Skipping chr1:13403763-13405810, already analyzed...
Skipping chr1:13406311-13410759, already analyzed...
Skipping chr1:13411260-13412142, already analyzed...
Skipping chr1:13412643-13415880, already analyzed...
Skipping chr1:13416381-13418489, already analyzed...
Skipping chr1:13418990-13421480, already analyzed...
Skipping chr1:13421981-13424773, already analyzed...
Skipping chr1:13425274-13427284, already analyzed...
Skipping chr1:13427785-13432760, already analyzed...
Skipping chr1:13433261-13434511, already analyzed...
Skipping chr1:13435012-13436153, already analyzed...
Skipping chr1:13436654-13438010, already analyzed...
Skipping chr1:13438511-13439660, already analyzed...
Skipping chr1:13440161-13442826, already analyzed...
Skipping chr1:13443327-13444939, already analyzed...
Skipping chr1:13445440-13447494, already analyzed...
Skipping chr1:13447995-13450600, already analyzed...
Skipping chr1:13451101-13451801, already analyzed...
Skipping chr1:13452302-13454463, already analyzed...
Skipping chr1:13454964-13456433, already analyzed...
Skipping chr1:13456934-13459122, already analyzed...
Skipping chr1:13459623-13461345, already analyzed...
Skipping chr1:13461846-13463448, already analyzed...
Skipping chr1:13463949-13466732, already analyzed...
Skipping chr1:13467233-13468272, already analyzed...
Skipping chr1:13468773-13470205, already analyzed...
Skipping chr1:13470706-13472680, already analyzed...
Skipping chr1:13473181-13475611, already analyzed...
Skipping chr1:13476112-13484989, already analyzed...
Skipping chr1:13485490-13487182, already analyzed...
Skipping chr1:13487683-13492265, already analyzed...
Skipping chr1:13492766-13494082, already analyzed...
Skipping chr1:13494583-13495928, already analyzed...
Skipping chr1:13496429-13499960, already analyzed...
Skipping chr1:13500461-13502411, already analyzed...
Skipping chr1:13502912-13507843, already analyzed...
Skipping chr1:13508344-13510487, already analyzed...
Skipping chr1:13510988-13513902, already analyzed...
Skipping chr1:13514403-13515799, already analyzed...
Skipping chr1:13516300-13518719, already analyzed...
Skipping chr1:13519220-13520692, already analyzed...
Skipping chr1:13521193-13526361, already analyzed...
Skipping chr1:13526862-13528492, already analyzed...
Skipping chr1:13528993-13530394, already analyzed...
Skipping chr1:13530895-13532977, already analyzed...
Skipping chr1:13533478-13535653, already analyzed...
Skipping chr1:13536154-13537197, already analyzed...
Skipping chr1:13537698-13540364, already analyzed...
Skipping chr1:13540865-13543665, already analyzed...
Skipping chr1:13544166-13547850, already analyzed...
Skipping chr1:13548351-13552352, already analyzed...
Skipping chr1:13552853-13554469, already analyzed...
Skipping chr1:13554970-13556359, already analyzed...
Skipping chr1:13556860-13559178, already analyzed...
Skipping chr1:13559679-13562254, already analyzed...
Skipping chr1:13562755-13566077, already analyzed...
Skipping chr1:13566578-13568793, already analyzed...
Skipping chr1:13569294-13571542, already analyzed...
Skipping chr1:13572043-13573003, already analyzed...
Skipping chr1:13573504-13579321, already analyzed...
Skipping chr1:13579822-13581440, already analyzed...
Skipping chr1:13581941-13583568, already analyzed...
Skipping chr1:13584069-13587020, already analyzed...
Skipping chr1:13587521-13588475, already analyzed...
Skipping chr1:13588976-13590842, already analyzed...
Skipping chr1:13591343-13593394, already analyzed...
Skipping chr1:13593895-13595985, already analyzed...
Skipping chr1:13596486-13598965, already analyzed...
Skipping chr1:13599466-13600872, already analyzed...
Skipping chr1:13601373-13603369, already analyzed...
Skipping chr1:13603870-13605956, already analyzed...
Skipping chr1:13606457-13609184, already analyzed...
Skipping chr1:13609685-13610746, already analyzed...
Skipping chr1:13611247-13613334, already analyzed...
Skipping chr1:13613835-13615892, already analyzed...
Skipping chr1:13616393-13619567, already analyzed...
Skipping chr1:13620068-13622127, already analyzed...
Skipping chr1:13622628-13627168, already analyzed...
Skipping chr1:13627669-13628767, already analyzed...
Skipping chr1:13629268-13633653, already analyzed...
Skipping chr1:13634154-13636650, already analyzed...
Skipping chr1:13637151-13638136, already analyzed...
Skipping chr1:13638637-13640455, already analyzed...
Skipping chr1:13640956-13642215, already analyzed...
Skipping chr1:13642716-13645748, already analyzed...
Skipping chr1:13646249-13648360, already analyzed...
Skipping chr1:13648861-13651834, already analyzed...
Skipping chr1:13652335-13655831, already analyzed...
Skipping chr1:13656332-13660546, already analyzed...
Skipping chr1:13661047-13661881, already analyzed...
Skipping chr1:13662382-13665259, already analyzed...
Skipping chr1:13665760-13670167, already analyzed...
Skipping chr1:13670668-13671674, already analyzed...
Skipping chr1:13672175-13674349, already analyzed...
Skipping chr1:13674850-13679480, already analyzed...
Skipping chr1:13679981-13681962, already analyzed...
Skipping chr1:13682463-13684301, already analyzed...
Skipping chr1:13684802-13686742, already analyzed...
Skipping chr1:13687243-13688453, already analyzed...
Skipping chr1:13688954-13690353, already analyzed...
Skipping chr1:13690854-13697173, already analyzed...
Skipping chr1:13697674-13698667, already analyzed...
Skipping chr1:13699168-13700034, already analyzed...
Skipping chr1:13700535-13701325, already analyzed...
Skipping chr1:13701826-13714417, already analyzed...
Skipping chr1:13714918-13716564, already analyzed...
Skipping chr1:13717065-13719555, already analyzed...
Skipping chr1:13720056-13723904, already analyzed...
Skipping chr1:13724405-13727102, already analyzed...
Skipping chr1:13727603-13728342, already analyzed...
Skipping chr1:13728843-13735684, already analyzed...
Skipping chr1:13736185-13738647, already analyzed...
Skipping chr1:13739148-13740244, already analyzed...
Skipping chr1:13740745-13743466, already analyzed...
Skipping chr1:13743967-13746114, already analyzed...
Skipping chr1:13746615-13749045, already analyzed...
Skipping chr1:13749546-13751385, already analyzed...
Skipping chr1:13751886-13752883, already analyzed...
